Employee_ID,Department,Job_Level,Years_of_Experience,Training_Hours,Monthly_Working_Hours,Projects_Completed,Average_Task_Completion_Time,Absence_Days,Engagement_Score,Monthly_Productivity_Score
EMP02673,Engineering,Manager,23.4,25.0,171.0,6,6.08,3,78.4,80.3
EMP02674,HR,Mid,5.4,47.6,177.9,5,8.73,3,60.9,57.9
EMP02675,Marketing,Mid,6.1,45.5,178.1,2,9.87,1,71.1,61.98
EMP02676,Marketing,Mid,8.0,30.2,197.4,6,11.74,3,67.9,63.54
EMP02677,HR,Junior,2.2,44.6,180.3,3,10.1,3,65.6,54.58
EMP02678,Operations,Manager,26.0,44.1,176.0,12,4.96,7,73.8,89.96
EMP02679,Finance,Lead,16.2,54.4,165.3,6,6.85,8,55.1,74.65
EMP02680,Engineering,Manager,21.0,35.4,186.2,10,6.98,3,70.6,91.57
EMP02681,Operations,Manager,21.1,35.9,171.2,6,5.77,8,47.4,68.43
EMP02682,Operations,Senior,5.5,37.6,153.6,3,9.83,8,48.0,46.55
EMP02683,Sales,Mid,7.3,39.5,172.3,4,10.1,7,45.7,50.7
EMP02684,Marketing,Lead,16.3,25.2,177.7,11,9.35,3,52.2,76.99
EMP02685,Engineering,Junior,2.4,27.7,163.5,8,10.49,3,71.0,62.51
EMP02686,Finance,Lead,12.0,28.5,173.3,6,7.61,2,59.4,72.86
EMP02687,Engineering,Mid,4.9,60.6,174.0,10,9.64,2,66.8,69.73
EMP02688,Finance,Senior,8.8,36.6,174.2,6,8.25,1,59.4,59.8
EMP02689,Engineering,Mid,2.7,41.8,192.3,2,9.72,2,91.3,60.54
EMP02690,Marketing,Mid,7.7,41.5,156.6,2,10.69,1,50.4,53.14
EMP02691,Customer_Support,Junior,0.8,69.7,203.5,5,9.42,5,43.1,39.96
EMP02692,Engineering,Mid,3.8,33.1,174.5,4,7.48,5,59.9,57.32
EMP02693,Operations,Mid,3.2,51.2,183.1,1,9.58,6,59.1,46.87
EMP02694,Customer_Support,Junior,3.3,50.0,176.8,3,10.0,2,64.2,52.11
EMP02695,Operations,Junior,3.1,52.0,150.8,3,11.15,6,67.4,40.16
EMP02696,Sales,Mid,3.7,50.7,160.2,9,9.11,1,73.3,56.2
EMP02697,Operations,Mid,2.0,47.9,167.7,4,8.93,4,58.7,48.52
EMP02698,Sales,Lead,11.6,50.9,188.9,6,6.66,1,57.2,73.44
EMP02699,Engineering,Junior,2.3,50.6,155.6,7,8.99,3,89.6,73.84
EMP02700,Operations,Mid,3.6,73.2,163.0,3,8.16,5,26.6,40.36
EMP02701,Finance,Junior,0.5,51.7,177.3,1,8.43,1,63.8,46.18
EMP02702,Marketing,Mid,4.0,21.4,181.6,1,6.21,5,69.2,53.99
EMP02703,Engineering,Mid,6.0,56.6,181.2,2,10.14,0,92.5,76.89
EMP02704,Operations,Senior,9.5,48.9,161.2,5,8.42,4,40.1,56.71
EMP02705,Finance,Mid,3.7,47.5,152.6,5,12.25,7,58.0,52.88
EMP02706,HR,Mid,2.0,43.1,182.5,8,7.48,4,49.7,66.3
EMP02707,Operations,Junior,0.3,19.3,195.1,5,12.87,4,38.4,40.76
EMP02708,Engineering,Mid,2.0,17.8,170.2,8,9.32,4,67.5,62.54
EMP02709,Sales,Mid,4.9,71.7,159.0,3,6.91,3,72.0,55.33
EMP02710,Finance,Senior,5.0,34.2,169.0,7,5.95,1,77.5,73.11
EMP02711,Customer_Support,Mid,4.6,61.5,180.5,9,8.42,3,51.6,64.12
EMP02712,Engineering,Senior,9.5,19.0,171.7,7,9.4,5,78.0,65.32
EMP02713,Engineering,Mid,3.4,31.3,194.7,2,9.71,4,67.6,59.09
EMP02714,Sales,Junior,1.1,61.2,187.9,6,9.49,3,68.7,55.86
EMP02715,Operations,Junior,1.6,49.5,177.6,1,11.52,1,73.9,46.03
EMP02716,Engineering,Junior,0.0,59.1,147.6,4,10.32,2,67.7,50.38
EMP02717,Marketing,Mid,3.6,46.8,165.3,5,7.09,3,76.9,64.97
EMP02718,Customer_Support,Lead,13.3,35.9,167.3,5,9.05,3,43.4,62.09
EMP02719,Sales,Senior,8.7,32.8,164.5,8,6.78,2,69.9,65.04
EMP02720,Marketing,Mid,5.3,29.1,177.7,5,7.57,3,76.4,64.7
EMP02721,Marketing,Junior,2.1,72.0,178.0,6,9.55,2,75.2,65.56
EMP02722,Operations,Lead,11.8,62.5,151.6,7,7.92,3,45.8,69.67
EMP02723,Engineering,Junior,3.0,35.4,186.3,3,8.83,4,67.5,55.31
EMP02724,HR,Mid,7.3,30.4,175.2,4,6.32,3,69.6,58.79
EMP02725,Sales,Lead,20.1,33.8,180.0,3,5.44,2,67.3,71.36
EMP02726,Finance,Mid,2.9,52.1,185.4,5,10.78,0,64.4,52.91
EMP02727,Operations,Junior,2.2,48.3,164.3,4,9.84,3,77.2,50.37
EMP02728,Sales,Junior,0.7,58.5,192.6,5,11.62,5,46.5,43.04
EMP02729,Engineering,Senior,5.1,42.3,173.0,3,9.46,3,67.1,57.69
EMP02730,Operations,Junior,0.5,49.3,196.2,3,9.31,5,39.7,40.93
EMP02731,Sales,Senior,8.0,79.2,162.5,5,7.33,1,69.5,75.77
EMP02732,Engineering,Mid,4.7,39.1,195.1,2,9.41,3,76.7,67.52
EMP02733,Marketing,Mid,6.4,71.6,162.3,2,9.18,3,100.0,64.49
EMP02734,Engineering,Junior,1.9,72.7,210.7,4,10.05,4,82.3,71.0
EMP02735,Engineering,Lead,15.3,46.6,161.7,13,7.25,4,74.0,94.96
EMP02736,HR,Mid,2.9,18.1,189.8,5,9.2,1,69.1,53.42
EMP02737,Engineering,Senior,8.1,43.5,169.9,7,8.15,3,66.2,72.78
EMP02738,Marketing,Mid,4.5,39.3,185.0,10,8.03,1,65.6,68.5
EMP02739,Finance,Junior,1.3,51.3,174.4,4,8.49,2,66.3,45.9
EMP02740,Marketing,Mid,4.4,31.1,159.7,6,10.23,3,40.4,43.48
EMP02741,Sales,Mid,2.0,58.3,135.8,2,8.13,7,64.4,52.28
EMP02742,Operations,Mid,4.8,61.8,210.1,6,6.5,4,61.2,55.34
EMP02743,Sales,Lead,14.1,56.6,176.0,6,6.64,2,83.0,87.66
EMP02744,Operations,Lead,10.3,33.3,133.8,5,8.04,1,58.4,67.48
EMP02745,Engineering,Senior,14.8,27.1,179.2,8,7.14,5,60.8,76.03
EMP02746,Operations,Mid,4.6,52.3,184.7,1,7.48,1,63.2,46.41
EMP02747,Engineering,Mid,5.6,73.3,165.0,3,10.56,3,70.9,66.02
EMP02748,Engineering,Senior,9.7,44.0,165.1,4,8.42,3,68.4,71.17
EMP02749,HR,Junior,2.0,57.8,174.7,2,11.49,5,50.7,45.44
EMP02750,Sales,Lead,17.0,35.5,191.8,7,6.66,1,60.1,79.16
EMP02751,Engineering,Lead,11.6,31.4,176.4,10,8.16,7,63.0,84.0
EMP02752,Finance,Junior,2.2,60.9,195.5,3,8.25,5,60.4,49.44
EMP02753,Operations,Lead,11.4,37.4,190.8,6,3.21,2,68.8,74.86
EMP02754,Sales,Lead,17.1,45.1,171.8,3,6.76,8,53.9,58.95
EMP02755,Operations,Mid,2.1,54.6,153.0,6,7.63,4,57.3,58.95
EMP02756,Operations,Lead,15.5,44.2,171.8,8,8.15,1,66.5,74.47
EMP02757,Operations,Junior,2.8,59.4,182.4,4,11.05,3,56.8,41.9
EMP02758,Finance,Junior,0.1,38.2,175.8,1,10.57,4,94.3,53.81
EMP02759,Finance,Mid,4.5,33.3,183.9,3,7.99,3,66.0,47.79
EMP02760,Marketing,Mid,7.3,46.4,187.1,4,8.76,5,49.1,53.71
EMP02761,Finance,Mid,8.0,46.7,182.4,3,9.46,2,52.9,55.57
EMP02762,Customer_Support,Manager,12.7,27.2,171.1,6,7.54,7,46.7,60.01
EMP02763,Sales,Junior,1.8,54.6,182.3,4,8.61,2,52.1,53.72
EMP02764,Engineering,Junior,1.1,64.6,206.3,4,7.35,1,76.4,56.35
EMP02765,Sales,Senior,12.1,60.8,154.1,6,8.28,3,48.7,62.77
EMP02766,Customer_Support,Junior,1.4,72.2,181.8,1,9.93,3,54.0,44.37
EMP02767,HR,Senior,8.6,23.3,200.6,4,9.05,3,79.7,64.09
EMP02768,Finance,Mid,7.1,29.6,158.6,1,8.78,2,56.8,56.13
EMP02769,Operations,Manager,24.3,30.7,189.0,7,5.12,4,68.1,79.39
EMP02770,Customer_Support,Senior,5.0,44.2,190.9,3,8.5,5,37.8,47.42
EMP02771,Sales,Junior,2.5,47.4,154.3,3,9.36,3,57.6,46.9
EMP02772,Operations,Junior,2.7,42.7,185.0,3,13.13,1,49.4,39.51
EMP02773,Operations,Junior,3.2,46.4,171.2,6,9.37,4,63.6,45.85
EMP02774,Sales,Manager,27.9,42.2,174.2,11,4.39,6,49.6,92.7
EMP02775,Finance,Senior,11.0,23.1,170.5,6,8.92,3,87.8,68.63
EMP02776,Engineering,Mid,2.1,82.2,193.4,3,10.14,4,50.3,51.7
EMP02777,Finance,Junior,2.0,51.3,173.4,0,9.99,3,76.6,39.91
EMP02778,Marketing,Lead,8.0,54.8,168.5,5,6.78,3,74.5,72.62
EMP02779,Engineering,Junior,1.4,42.3,168.8,2,8.12,2,73.7,56.31
EMP02780,Sales,Senior,7.0,51.6,170.2,7,8.39,1,62.7,71.69
EMP02781,Sales,Senior,8.0,44.5,159.9,7,8.06,4,84.3,68.98
EMP02782,Sales,Junior,1.2,63.9,168.4,3,9.28,1,91.7,60.48
EMP02783,Marketing,Mid,5.4,44.0,176.6,1,10.16,2,61.5,55.21
EMP02784,Engineering,Junior,0.0,74.3,180.7,3,11.44,5,71.9,60.41
EMP02785,Engineering,Mid,3.5,24.6,191.9,3,10.92,3,63.4,55.4
EMP02786,Finance,Manager,20.6,49.2,178.4,8,4.43,2,49.0,80.84
EMP02787,Finance,Senior,5.8,44.8,168.4,6,10.09,1,68.6,70.85
EMP02788,Marketing,Lead,13.4,23.7,160.8,9,4.57,2,67.0,84.58
EMP02789,Customer_Support,Mid,5.1,76.3,179.1,4,9.01,4,38.7,41.7
EMP02790,Engineering,Junior,3.1,78.7,173.4,1,10.92,3,75.5,57.17
EMP02791,Operations,Senior,9.2,11.9,173.8,6,6.72,3,63.4,66.68
EMP02792,Sales,Mid,3.0,49.7,178.7,1,7.51,2,54.8,52.7
EMP02793,Finance,Junior,1.1,61.6,182.3,1,9.92,8,55.0,42.13
EMP02794,Customer_Support,Mid,2.0,53.6,178.8,0,11.83,3,63.1,41.72
EMP02795,Operations,Senior,12.2,65.7,172.6,12,10.13,3,79.3,86.08
EMP02796,Marketing,Senior,11.8,62.6,163.8,3,9.44,3,68.8,65.31
EMP02797,Marketing,Junior,2.1,55.0,166.4,3,8.46,5,73.4,52.75
EMP02798,Engineering,Lead,14.5,73.2,186.9,9,7.08,4,60.0,82.05
EMP02799,Finance,Mid,3.8,61.1,169.1,5,12.4,3,58.0,54.57
EMP02800,Operations,Junior,2.3,45.7,156.2,6,11.09,0,67.3,52.5
EMP02801,Customer_Support,Junior,0.0,42.7,191.2,1,7.98,6,41.7,42.14
EMP02802,HR,Lead,12.6,57.7,161.8,6,8.46,2,68.5,74.39
EMP02803,Sales,Mid,5.9,35.1,175.5,1,7.95,3,67.9,54.02
EMP02804,Marketing,Mid,5.1,40.9,181.9,1,8.68,5,63.5,50.13
EMP02805,Sales,Junior,0.4,47.4,175.0,2,11.14,2,65.8,48.15
EMP02806,Engineering,Senior,13.8,48.3,140.3,7,7.01,1,70.7,72.62
EMP02807,Engineering,Senior,14.2,40.1,180.5,6,6.74,4,62.5,73.08
EMP02808,Finance,Mid,5.3,27.2,193.6,2,10.57,4,48.9,39.61
EMP02809,Engineering,Manager,16.0,52.4,186.0,7,7.57,4,68.9,81.21
EMP02810,Sales,Junior,3.4,44.9,145.3,3,10.14,0,77.7,50.79
EMP02811,Sales,Junior,1.8,81.3,204.8,0,12.85,3,74.3,47.69
EMP02812,Operations,Mid,4.9,51.6,156.4,3,9.42,5,55.9,47.2
EMP02813,Finance,Senior,5.0,62.0,159.9,2,9.21,4,58.6,58.62
EMP02814,Sales,Junior,0.8,60.5,185.9,0,9.6,4,56.7,39.11
EMP02815,Sales,Mid,5.3,66.7,181.3,3,7.71,7,56.7,57.23
EMP02816,Marketing,Mid,5.6,55.6,176.1,3,7.04,2,67.5,67.39
EMP02817,Engineering,Mid,4.0,50.5,167.0,2,10.45,2,82.7,55.98
EMP02818,Marketing,Senior,5.4,59.4,193.6,11,8.07,1,91.2,86.47
EMP02819,HR,Manager,18.2,72.3,174.4,9,9.83,0,56.0,78.89
EMP02820,Customer_Support,Mid,4.7,43.0,153.1,2,7.91,2,65.8,56.35
EMP02821,Engineering,Senior,5.0,54.9,192.3,8,7.69,3,76.5,71.19
EMP02822,Finance,Mid,8.0,46.9,178.1,4,9.15,3,59.0,63.53
EMP02823,Sales,Mid,4.8,54.6,190.6,3,7.7,7,49.7,48.43
EMP02824,Customer_Support,Junior,1.3,51.6,183.0,1,7.88,8,61.3,42.12
EMP02825,Customer_Support,Manager,16.9,4.0,208.5,4,7.34,2,83.4,73.29
EMP02826,Finance,Junior,2.8,48.0,170.7,0,6.7,2,66.2,46.03
EMP02827,HR,Senior,10.9,58.0,175.2,2,8.21,5,56.6,61.25
EMP02828,Engineering,Junior,2.6,39.5,185.1,0,10.1,2,68.1,46.82
EMP02829,Operations,Lead,14.6,52.8,170.7,5,8.36,4,46.3,65.37
EMP02830,Finance,Junior,0.0,53.8,186.2,2,10.83,2,63.2,47.31
EMP02831,Engineering,Manager,17.2,32.1,133.7,9,10.25,4,78.2,80.95
EMP02832,HR,Senior,6.9,56.6,174.0,5,7.96,6,57.7,64.68
EMP02833,HR,Junior,3.5,61.2,173.6,0,7.81,3,26.9,30.56
EMP02834,Operations,Senior,7.5,49.3,173.1,2,12.26,4,63.3,41.66
EMP02835,Finance,Senior,8.4,58.2,162.7,7,8.42,4,57.0,63.12
EMP02836,Finance,Mid,4.6,50.0,187.7,4,7.94,5,54.0,55.21
EMP02837,Finance,Junior,2.7,26.3,167.9,3,7.56,4,53.9,46.67
EMP02838,Engineering,Senior,10.1,37.3,177.8,2,7.6,2,74.8,63.66
EMP02839,Engineering,Senior,5.0,15.9,174.5,3,7.66,6,65.1,65.95
EMP02840,Sales,Mid,4.7,56.9,182.0,2,8.06,3,73.2,62.84
EMP02841,Operations,Lead,8.0,52.4,195.0,5,5.08,3,71.4,60.13
EMP02842,HR,Junior,1.3,65.1,177.7,1,9.45,2,62.8,44.75
EMP02843,HR,Junior,0.1,58.3,186.8,4,10.74,2,59.7,50.99
EMP02844,Engineering,Mid,4.1,61.5,177.0,2,7.82,2,71.5,63.4
EMP02845,Engineering,Junior,2.8,27.4,167.9,5,9.15,4,68.3,52.08
EMP02846,Marketing,Junior,2.1,49.4,173.0,3,9.18,3,43.0,50.43
EMP02847,Engineering,Mid,3.6,25.8,171.0,4,9.42,2,93.0,61.63
EMP02848,Sales,Junior,0.0,45.6,183.0,5,12.49,2,70.6,50.09
EMP02849,Operations,Junior,1.2,75.2,176.5,2,10.28,4,54.4,44.41
EMP02850,Engineering,Senior,5.2,59.4,163.9,7,7.1,3,47.0,66.79
EMP02851,Engineering,Mid,4.9,56.9,171.9,2,8.94,2,67.8,56.78
EMP02852,HR,Lead,8.0,36.3,153.6,6,8.48,4,58.9,65.6
EMP02853,Operations,Mid,3.5,32.1,172.4,0,7.6,2,59.3,43.09
EMP02854,Engineering,Mid,4.2,49.8,175.0,1,7.93,3,44.0,51.72
EMP02855,Finance,Junior,4.0,67.7,200.3,2,8.28,3,57.3,50.53
EMP02856,Customer_Support,Senior,9.0,49.1,193.9,7,7.93,3,53.1,69.64
EMP02857,Finance,Junior,1.5,27.2,160.5,3,9.41,5,60.7,45.26
EMP02858,HR,Junior,0.6,52.6,177.8,4,7.71,1,63.2,54.31
EMP02859,Finance,Lead,10.1,10.3,178.1,5,6.87,2,63.6,72.52
EMP02860,HR,Senior,12.6,55.1,171.8,5,7.64,2,84.3,74.55
EMP02861,HR,Senior,8.9,32.6,172.7,7,9.71,7,59.8,63.79
EMP02862,Marketing,Junior,0.3,32.7,170.0,8,8.25,4,53.1,47.77
EMP02863,Engineering,Junior,3.6,63.3,201.2,1,8.36,6,49.3,51.24
EMP02864,Sales,Mid,2.9,55.4,169.2,8,7.8,4,55.9,58.79
EMP02865,HR,Senior,6.6,46.5,179.8,6,6.23,5,49.2,64.58
EMP02866,Sales,Mid,4.7,79.9,139.6,2,5.44,3,73.5,62.95
EMP02867,HR,Junior,2.5,60.5,186.5,8,10.42,4,64.8,60.32
EMP02868,Marketing,Junior,3.2,41.3,191.6,2,9.87,3,75.3,55.5
EMP02869,Customer_Support,Mid,5.7,54.8,160.3,5,9.58,3,75.6,64.15
EMP02870,Sales,Senior,5.0,38.7,167.8,4,9.12,2,51.6,44.8
EMP02871,Marketing,Junior,1.8,70.0,181.3,0,9.27,3,59.8,43.34
EMP02872,HR,Junior,3.0,55.2,175.3,2,8.82,1,82.0,56.15
EMP02873,Sales,Junior,0.5,56.7,181.5,2,11.56,3,64.3,40.04
EMP02874,Engineering,Junior,1.7,29.4,171.0,3,10.81,4,76.3,51.74
EMP02875,Sales,Mid,4.1,47.9,201.1,3,9.04,3,74.4,58.51
EMP02876,Engineering,Junior,1.8,50.2,165.6,4,8.49,2,80.8,68.45
EMP02877,Engineering,Senior,11.9,27.6,212.7,4,7.91,2,74.9,74.64
EMP02878,HR,Senior,6.8,39.7,192.4,4,8.76,4,82.8,68.56
EMP02879,Marketing,Manager,22.2,41.5,186.6,11,4.76,6,63.2,88.59
EMP02880,Sales,Manager,20.4,34.9,160.4,9,6.23,3,68.2,74.71
EMP02881,Sales,Junior,3.2,29.8,187.7,6,10.51,4,59.9,46.81
EMP02882,Sales,Junior,1.9,46.9,183.5,3,10.49,5,74.2,42.51
EMP02883,Marketing,Mid,2.0,40.0,145.3,2,10.86,3,55.6,48.23
EMP02884,Engineering,Senior,5.6,45.9,155.3,10,9.86,4,49.8,66.73
EMP02885,Marketing,Junior,0.7,52.3,180.0,3,11.5,0,71.9,52.99
EMP02886,Engineering,Mid,5.7,40.8,173.1,4,8.25,4,57.8,60.37
EMP02887,Sales,Junior,1.6,44.2,167.8,4,11.02,4,48.6,40.58
EMP02888,Customer_Support,Junior,0.0,52.0,190.1,2,10.82,2,73.2,42.11
EMP02889,Sales,Senior,5.0,57.4,162.6,8,9.89,2,73.6,65.94
EMP02890,Sales,Senior,5.0,47.2,168.6,5,8.92,0,57.9,61.83
EMP02891,Sales,Mid,4.7,68.3,165.9,4,9.82,3,25.5,36.95
EMP02892,Customer_Support,Lead,15.1,56.0,182.1,3,5.56,2,64.4,70.99
EMP02893,Marketing,Junior,0.0,73.5,150.9,3,10.81,1,72.0,47.44
EMP02894,Marketing,Junior,2.5,71.5,168.0,2,11.5,1,70.2,54.47
EMP02895,Customer_Support,Mid,2.5,70.4,150.9,3,11.76,3,63.7,44.03
EMP02896,Sales,Senior,6.1,25.7,170.6,5,8.42,0,59.8,62.96
EMP02897,Customer_Support,Mid,6.0,56.7,185.1,1,11.46,2,53.1,39.91
EMP02898,Engineering,Junior,1.1,69.3,185.4,4,9.77,2,56.7,50.74
EMP02899,Marketing,Manager,24.0,56.0,164.8,10,6.36,3,55.6,88.97
EMP02900,HR,Mid,2.0,35.4,182.5,1,9.61,2,69.9,49.55
EMP02901,Engineering,Mid,6.6,56.9,172.4,5,10.65,4,74.1,55.18
EMP02902,Customer_Support,Senior,8.3,44.1,194.1,8,8.57,5,67.5,69.79
EMP02903,Sales,Manager,20.9,62.7,173.2,12,4.98,4,45.1,75.22
EMP02904,Customer_Support,Senior,5.4,22.2,133.4,7,10.15,2,38.1,49.09
EMP02905,Engineering,Manager,14.7,23.5,187.5,8,6.0,2,65.4,91.49
EMP02906,Finance,Junior,1.2,23.8,168.6,4,10.42,4,50.8,44.63
EMP02907,Customer_Support,Senior,9.6,45.2,171.2,6,5.74,2,60.2,64.33
EMP02908,Sales,Lead,8.0,73.0,179.7,6,9.14,6,46.3,61.7
EMP02909,Customer_Support,Mid,4.4,46.3,155.1,6,6.56,3,72.2,56.73
EMP02910,Marketing,Mid,2.0,48.5,176.0,4,8.82,8,54.1,50.79
EMP02911,Finance,Manager,16.5,43.3,182.5,12,4.53,2,82.1,100.0
EMP02912,Sales,Junior,2.5,49.3,180.1,3,8.23,6,68.3,48.53
EMP02913,Marketing,Mid,4.9,52.5,166.6,5,9.06,2,51.3,51.78
EMP02914,Finance,Lead,10.6,44.9,188.9,9,6.68,1,88.1,88.44
EMP02915,HR,Lead,8.0,26.3,161.0,7,9.01,2,69.2,71.27
EMP02916,Sales,Manager,16.2,33.6,166.2,9,6.14,4,64.0,79.03
EMP02917,Engineering,Lead,13.0,50.1,173.1,3,7.52,5,69.2,69.73
EMP02918,Operations,Junior,3.2,64.9,179.1,1,8.56,6,65.6,49.98
EMP02919,Sales,Manager,18.1,54.5,170.5,14,7.26,0,68.3,85.53
EMP02920,Finance,Mid,3.7,52.0,192.2,2,9.54,3,52.6,49.06
EMP02921,Customer_Support,Senior,8.3,48.3,179.1,10,9.02,1,55.4,57.3
EMP02922,Sales,Mid,3.4,58.3,176.1,2,10.39,4,63.4,49.85
EMP02923,Sales,Lead,21.8,30.1,178.6,7,7.26,1,69.0,77.55
EMP02924,Finance,Mid,3.0,37.5,185.3,7,9.96,5,70.2,65.6
EMP02925,Sales,Lead,13.1,37.1,178.4,8,7.51,1,64.0,70.4
EMP02926,Marketing,Junior,2.1,31.9,149.7,5,11.4,5,57.4,50.44
EMP02927,Finance,Junior,3.8,57.1,190.3,2,9.85,4,55.8,47.87
EMP02928,Marketing,Mid,4.2,62.7,176.7,2,8.63,1,49.7,55.09
EMP02929,Engineering,Junior,2.1,40.3,184.6,1,11.14,3,77.1,55.37
EMP02930,Finance,Senior,15.7,49.5,169.3,5,8.72,3,55.6,66.51
EMP02931,Marketing,Junior,1.9,41.6,149.4,6,9.81,4,61.7,53.04
EMP02932,Engineering,Mid,3.5,31.8,143.1,3,10.18,0,72.9,55.21
EMP02933,Marketing,Junior,1.8,81.8,161.8,0,10.54,1,64.0,53.59
EMP02934,Operations,Junior,0.0,36.0,182.2,1,10.28,1,59.9,54.23
EMP02935,Finance,Senior,5.0,23.8,193.2,5,6.69,2,52.1,53.97
EMP02936,HR,Mid,2.0,50.2,179.2,5,7.98,3,69.2,59.43
EMP02937,Engineering,Junior,2.6,55.0,160.3,2,9.27,4,66.2,51.21
EMP02938,Sales,Junior,0.0,61.0,164.0,5,10.21,3,61.0,52.09
EMP02939,Engineering,Junior,0.8,81.0,194.1,4,8.39,0,83.9,59.89
EMP02940,Sales,Senior,9.5,31.3,156.6,5,5.19,0,68.1,62.59
EMP02941,Customer_Support,Junior,1.5,42.3,204.4,2,9.8,9,51.2,46.83
EMP02942,Engineering,Mid,7.0,71.1,201.3,3,8.83,4,68.2,70.45
EMP02943,Operations,Senior,9.5,57.1,204.9,7,9.33,2,79.2,65.02
EMP02944,Sales,Mid,4.0,59.0,180.3,6,11.95,6,58.3,61.83
EMP02945,Engineering,Mid,3.0,38.2,170.2,4,7.48,5,70.5,57.0
EMP02946,HR,Junior,0.6,67.9,180.0,2,10.54,5,74.0,53.64
EMP02947,Engineering,Manager,28.0,47.0,187.7,7,8.16,4,72.6,88.42
EMP02948,Operations,Mid,2.2,49.8,165.9,6,7.65,6,55.5,55.04
EMP02949,Customer_Support,Junior,1.0,42.2,159.6,1,8.64,7,49.1,37.84
EMP02950,Operations,Lead,13.6,40.6,171.0,6,8.56,3,59.9,71.74
EMP02951,Sales,Senior,5.9,67.7,164.2,6,8.89,1,69.9,64.62
EMP02952,Operations,Senior,9.3,26.6,192.4,8,8.53,3,75.9,78.02
EMP02953,Sales,Lead,17.4,27.0,166.4,5,7.53,3,44.4,68.43
EMP02954,Customer_Support,Junior,3.7,41.6,176.3,2,10.67,1,79.2,49.45
EMP02955,Marketing,Lead,14.1,32.8,188.8,5,7.72,2,60.5,69.99
EMP02956,Engineering,Senior,11.3,42.8,192.9,4,8.63,1,81.1,74.11
EMP02957,Sales,Mid,6.0,61.4,177.9,0,7.28,5,53.1,47.07
EMP02958,Sales,Junior,2.8,57.9,180.4,2,11.13,5,42.7,38.22
EMP02959,Engineering,Junior,0.7,51.9,160.8,5,12.24,2,54.2,53.98
EMP02960,Customer_Support,Manager,28.8,39.2,189.3,5,6.27,1,54.0,80.91
EMP02961,Operations,Junior,0.9,60.4,192.7,2,10.72,3,66.3,45.14
EMP02962,Customer_Support,Junior,0.0,25.8,148.8,0,12.79,1,58.4,34.91
EMP02963,Sales,Senior,9.3,59.1,199.7,6,8.41,6,59.0,59.38
EMP02964,Marketing,Senior,13.2,30.6,165.2,7,8.99,3,77.4,79.12
EMP02965,Engineering,Junior,2.3,44.3,183.3,2,12.2,3,70.0,54.23
EMP02966,Marketing,Lead,13.1,44.1,176.1,5,6.76,5,67.4,70.91
EMP02967,Engineering,Mid,2.0,45.9,174.2,3,11.35,0,100.0,67.36
EMP02968,Engineering,Lead,17.7,46.3,172.1,10,5.04,2,69.9,92.82
EMP02969,Marketing,Junior,1.2,53.1,161.1,1,8.77,4,55.6,42.02
EMP02970,Engineering,Junior,0.0,46.7,182.3,1,8.77,5,75.8,52.43
EMP02971,HR,Senior,5.0,65.9,171.0,6,5.74,0,74.8,75.63
EMP02972,Finance,Junior,1.6,61.6,156.7,4,8.92,6,66.6,47.7
EMP02973,Sales,Mid,4.8,51.5,160.5,6,9.24,6,63.9,59.04
EMP02974,Customer_Support,Junior,2.0,61.4,156.9,5,9.44,2,75.8,67.05
EMP02975,Marketing,Senior,6.5,32.4,167.7,6,6.75,2,80.3,62.79
EMP02976,Operations,Lead,15.9,71.6,181.8,4,3.42,3,58.6,78.37
EMP02977,Finance,Lead,15.2,22.7,165.0,6,5.92,2,55.3,65.82
EMP02978,Finance,Manager,23.2,36.7,188.7,9,4.31,0,68.2,85.4
EMP02979,Finance,Lead,13.4,34.7,173.3,4,9.88,7,55.2,59.76
EMP02980,Operations,Mid,3.3,42.1,170.9,7,9.31,2,70.6,62.8
EMP02981,Marketing,Mid,3.4,40.2,175.2,6,11.78,6,69.1,58.03
EMP02982,Engineering,Lead,12.6,27.4,194.5,4,6.33,2,100.0,82.77
EMP02983,Sales,Manager,19.6,52.8,155.8,12,7.48,4,79.7,85.17
EMP02984,Marketing,Manager,12.2,16.9,198.2,8,7.38,4,51.1,70.0
EMP02985,Sales,Senior,13.4,57.8,188.4,5,6.44,2,55.8,59.08
EMP02986,Engineering,Junior,2.7,60.7,174.7,3,10.13,4,47.0,52.39
EMP02987,Sales,Manager,20.1,29.3,191.6,8,5.65,4,36.3,70.16
EMP02988,Marketing,Manager,15.0,43.0,170.5,6,6.22,4,65.4,81.03
EMP02989,Sales,Senior,11.7,40.6,179.0,5,5.49,2,47.7,58.45
EMP02990,Marketing,Lead,17.7,22.5,167.4,6,9.38,1,83.7,79.44
EMP02991,Operations,Mid,2.3,30.6,188.5,4,10.24,1,73.9,47.16
EMP02992,Operations,Manager,27.2,44.8,165.1,10,3.38,4,56.7,93.71
EMP02993,Engineering,Junior,1.4,60.1,174.3,1,10.5,5,66.1,51.37
EMP02994,Marketing,Lead,12.7,42.6,184.5,5,6.84,5,81.8,73.76
EMP02995,Marketing,Junior,1.1,45.1,189.7,3,11.96,2,84.6,52.16
EMP02996,HR,Mid,3.3,44.1,163.5,4,8.93,8,54.8,47.47
EMP02997,Finance,Junior,3.9,46.1,185.5,1,9.54,3,50.3,45.21
EMP02998,Engineering,Mid,4.5,20.8,161.3,7,8.29,1,66.4,56.79
